Book,Books > Fiction > Computers in Literature,9780553380958,Snow Crash,"Neal Stephenson is such a writer and Snow Crash is such a novel, weaving virtual reality, Sumerian myth, and just about everything in between with a cool, hip cybersensibility to bring us the gigathriller of the information age.",Book partner,9780553380958,17.99,51
Book,Books > Fiction > Computers in Literature,9780441569595,Neuromancer.,"Case, a burned out computer whiz, is asked to steal a security code that is locked in the most heavily guarded databank in the solar system",Book partner,9780441569595,7.99,51
Book,Books > Fiction > Computers in Literature,9780060512804,Cryptonomicon,"With this extraordinary first volume in what promises to be an epoch-making masterpiece, Neal Stephenson hacks into the secret histories of nations and the private obsessions of men, decrypting with dazzling virtuosity the forces that ...",Book partner,9780060512804,16.99,56
Book,Books > Fiction > Computers in Literature,9780345391803,The Hitchhiker's Guide to the Galaxy,"Chronicles the journeys, notions, and acquaintances of reluctant galactic traveler Arthur Dent, accompanied by never-before-published material from the late author's archives as well as commentary by famous fans.",Book partner,9780345391803,17.99,58
Book,Books > Fiction > Computers in Literature,9780553382563,"I, Robot","A classic collection of interlocking tales chronicles the near-future development of the robot and features models that have the ability to read minds, experience human emotions, and take over the world--and, perhaps, render humankind ...",Book partner,9780553382563,17.99,54
Book,Books > Fiction > Computers in Literature,9780340837948,The Moon is a Harsh Mistress,The moon in 2075.,Book partner,9780340837948,2.99,52
Book,Books > Fiction > Computers in Literature,9780525951117,Daemon,"In a near-future run by thousands of autonomous computer programs that control the world's wireless networks, a dormant program activates in the wake of a legendary game designer's premature death and launches a sinister effort to dismantle ...",Book partner,9780525951117,22.99,64
Book,Books > Fiction > Computers in Literature,9780451457998,2001,"The epic novel of human transformation that inspired the Stanley Kubrick film delves into the origin of the species, alien visitation, and the future of humankind. Reissue.",Book partner,9780451457998,7.99,36
Book,Books > Fiction > Computers in Literature,9780905712826,2001,,Book partner,9780905712826,14.99,30
Book,Books > Fiction > Computers in Literature,9780385333788,Player Piano,"Vonnegut’s first novel spins the chilling tale of engineer Paul Proteus, who must find a way to live in a world dominated by a super computer and run completely by machines.",Book partner,9780385333788,2.99,94
Book,Books > Fiction > Computers in Literature,9780553294613,The Difference Engine,"In London of 1855, celebrated paleontologist Edward Mallory gets mixed up with Charles Babbage, the inventor of an advanced calculating machine run by his elite group of clackers",Book partner,9780553294613,5.99,85
Book,Books > Fiction > Computers in Literature,9780060987046,Microserfs,"A novel of life in the nineties explores the world of computer giant Microsoft, viewing it as a microcosm of modern society Microserfs: a hilarious, fanatically detailed, and oddly moving book about a handful of misfit Microsoft employees ...",Book partner,9780060987046,2.99,61
Book,Books > Fiction > Computers in Literature,9780525951575,Freedom,"After the outbreak of a brutal civil war in the American Midwest stemming from the Daemon's civilization-rebuilding activities, reluctant Daemon operative Pete Sebeck leads a small band of enlightened humans in an effort to protect the new ...",Book partner,9780525951575,25.99,43
Book,Books > Fiction > Computers in Literature,9780345331199,The Robot Novels,"Lije Baley and R. Daneel Olivaw, a robot, investigate the murders of a famous robotocist, an isolated inhabitant of Solaria, and Jander Panell, an advanced robot",Book partner,9780345331199,20.99,15
Book,Books > Fiction > Computers in Literature,9780684833392,Catch-22,Presents the contemporary classic depicting the struggles of a United States airman attempting to survive the lunacy and depravity of a World War II airbase.,Book partner,9780684833392,0.99,34
Book,Books > Fiction > Computers in Literature,9780450055508,Tron,,Book partner,9780450055508,26.99,13
Book,Books > Fiction > Computers in Literature,9780307887436,Cart's Top 200 Adult Books for Young Adults: Two Decades in Review,"ISBN: 9780307887436. SPEC, HUM Welcome to the year 2044, a grandly   dystopian future where kids like Wade live a largely virtual existence thanks to   global warming. Wade lives in a kind of ghetto area called the Stacks, for the   stacks of ...",Book partner,9780307887436,8.99,4
Book,Books > Fiction > Computers in Literature,9780765319852,Little Brother,"Zit took the fore. “We seem to have gotten off to a bad start. We identified your son   as someone with a nonstandard public transit usage pattern,as part of a new   proactive enforcement program. When we spot people whose travels are unusual  , ...",Book partner,9780765319852,8.99,52
Book,Books > Fiction > Computers in Literature,9780765348272,Old Man's War,A first novel. By the author of The Rough Guide to the Universe. Reprint.,Book partner,9780765348272,17.99,23
Book,Books > Fiction > Computers in Literature,9781429963947,Speaker for the Dead,"In the aftermath of his terrible war, Ender Wiggin disappeared, and a powerful voice arose: The Speaker for the Dead, who told the true story of the Bugger War.",Book partner,9781429963947,22.99,74
Book,Books > Fiction > Computers in Literature,9781409903291,The Machine Stops (Dodo Press),"He achieved his greatest success with A Passage to India (1924). The novel takes as its subject the relationship between East and West, seen through the lens of India in the later days of the British Raj.",Book partner,9781409903291,11.99,19
Book,Books > Fiction > Computers in Literature,9780441013678,Count Zero,"In the future world of the Sprawl, an urban complex that extends from Boston to Houston, where a sentient computer database known as the Cyberspace matrix dominates humanity's fate, a corporate mercenary, awakening in a reconstructed body, ...",Book partner,9780441013678,21.99,68
Book,Books > Fiction > Computers in Literature,9780553380965,The diamond age,The story of an engineer who creates a device to raise a girl capable of thinking for herself reveals what happens when a young girl of the poor underclass obtains the device.,Book partner,9780553380965,5.99,85
Book,Books > Fiction > Computers in Literature,9780345467171,The Shockwave Riders,,Book partner,9780345467171,20.99,81
Book,Books > Fiction > Computers in Literature,9780385533850,Robopocalypse,"Two decades into the future humans are battling for their very survival when a powerful AI computer goes rogue, and all the machines on earth rebel against their human controllers.",Book partner,9780385533850,16.99,7
Book,Books > Fiction > Computers in Literature,9780691147543,The Silicon Jungle,"Baluja tells a story about something that could happen to any of us--if you're even modestly concerned about information privacy, this is an important book to read.",Book partner,9780691147543,7.99,35
Book,Books > Fiction > Computers in Literature,9780307594778,Stieg Larsson's Millennium Trilogy Bundle,Stieg Larsson’s Millennium Trilogy is now available in a complete hardcover set.,Book partner,9780307594778,20.99,58
Book,Books > Fiction > Computers in Literature,9780425198681,Pattern Recognition,"Hired to investigate a mysterious video collection that has been appearing on the Internet, market research consultant Cayce Pollard realizes that there is more to the assignment when her computer is hacked. Reprint.",Book partner,9780425198681,16.99,85
Book,Books > Fiction > Computers in Literature,9780441016792,WWW,"Receiving an implant to restore her sight, math genius Caitlin's life is changed in ways she could have never imagined when she suddenly begins to see a world beyond reality and an incredible realm that others cannot.",Book partner,9780441016792,5.99,50
Book,Books > Fiction > Computers in Literature,9781450556569,A Terrace on the Tower of Babel,Delve deep into its provocative and compelling depths or float along at the surface and enjoy it in either case - this is a story you'll never forget!,Book partner,9781450556569,6.99,48
Book,Books > Fiction > Computers in Literature,9780552151696,Digital Fortress,DIGITAL FORTRESS Dan Brown El CORGI BOOKS DIGITAL FORTRESS A   CORGI BOOK: 9780552151696 First publication in Great.,Book partner,9780552151696,9.99,33
Book,Books > Fiction > Computers in Literature,9780763622596,Feed,"In a future where most people have computer implants in their heads to control their environment, Titus meets Violet, an unusual teenage girl who is in serious trouble.",Book partner,9780763622596,2.99,78
Book,Books > Fiction > Computers in Literature,9780804115483,Enigma,"A fictional account of the desperate efforts to break the Nazi's Enigma code takes place in a British railway town, a struggle that becomes complicated by the pivotal disappearance of a beautiful cryptographer --The Orlando Sentinel As an ...",Book partner,9780804115483,1.99,37
Book,Books > Fiction > Computers in Literature,9780441363957,I Have No Mouth,The concerns and stylistic evolution of the famed futuristic writer are revealed in seven science fiction tales,Book partner,9780441363957,8.99,47
Book,Books > Fiction > Computers in Literature,9780553264654,When Harlie was one,,Book partner,9780553264654,28.99,68
Book,Books > Fiction > Computers in Literature,9780446364966,The Turing Option,"The world's foremost authority on artificial intelligence is shot by terrorists, and it is up to a brilliant surgeon to reconstruct the scientist's brain using the research he pioneered",Book partner,9780446364966,3.99,4
Book,Books > Fiction > Computers in Literature,9780312423131,Galatea 2.2,"The protagonist, a Humanist-in-Residence at the center for Advanced Scientific Research, gets involved with a project to train a machine to pass a comprehensive exam in English literature--and with the degree candidate against whom the ...",Book partner,9780312423131,17.99,71
Book,Books > Fiction > Computers in Literature,9780982792827,Sherry and Narcotics,,Book partner,9780982792827,2.99,74
Book,Books > Fiction > Computers in Literature,9780156032971,Foucault's Pendulum,". . A virtuoso performance."" --""San Francisco"""" Chronicle"" A literary joke plunges its creators into mortal danger in this captivating intellectual thriller by celebrated author Umberto Eco.",Book partner,9780156032971,8.99,93
Book,Books > Fiction > Computers in Literature,9780553575378,Excession,"A diplomat is sent to investigate the sudden disappearance of a star older than the universe, requiring him to steal the soul of the long-deceased starship captain who first encountered the star and bring her back to life. Reprint.",Book partner,9780553575378,16.99,16
Book,Books > Fiction > Computers in Literature,9780812524826,Slant,"SLANT, Greg Bearís sequel to the popular QUEEN OF ANGELS, ìshows that Bear is one of our very best, most innovative, speculative writers.î óNew York Daily News ìTense and fast-paced, beautifully written with complex, engaging ...",Book partner,9780812524826,12.99,9
Book,Books > Fiction > Computers in Literature,9780425074657,Destination Void,,Book partner,9780425074657,23.99,31
Book,Books > Fiction > Computers in Literature,9780425074671,The Jesus Incident,,Book partner,9780425074671,19.99,97
Book,Books > Fiction > Computers in Literature,9781425470890,The Adding Machine,,Book partner,9781425470890,14.99,43
Book,Books > Fiction > Computers in Literature,9780375724503,Ghostwritten,The lives of nine total strangers from nine different countries become intertwined in a strange series of circumstances.,Book partner,9780375724503,1.99,3
Book,Books > Fiction > Computers in Literature,9780812536362,Rainbows End,"In a near-future western civilization that is threatened by corruptive practices within its technologically advanced information networks, a recovered Alzheimer's victim, his military son and daughter-in-law, and his middle school-age ...",Book partner,9780812536362,7.99,37
Book,Books > Fiction > Computers in Literature,9780452286511,Transmission,"Lonely, naïve, and insecure, Indian computer programmer Arjun finds his life and security destroyed when he is fired and, in order to keep his job and the woman he loves, unleashes a mischievous and destructive virus that wreaks havoc on ...",Book partner,9780452286511,11.99,37
Book,Books > Fiction > Computers in Literature,9780881848120,Lingo,"When computer programming genius Brewster Billings invents a program that enables him to communicate with Lingo, his PC, he is ill-prepared for Lingo's growing hunger for power, as it taps into the country's most powerful computer networks",Book partner,9780881848120,24.99,94
Book,Books > Fiction > Computers in Literature,9780345475824,Star Wars trilogy,"A collector's edition brings together the three original, complete Star Wars novels in a single volume that includes Star Wars: A New Hope, Star Wars: The Empire Strikes Back, and Star Wars: Return of the Jedi.",Book partner,9780345475824,14.99,39
Book,Books > Fiction > Computers in Literature,9781416533214,A Hymn Before Battle,"With Earth in the path of the rapacious Posleen, the peaceful and friendly races of the Galactic Federation offer their resources to help the backward Terrans--for a price.",Book partner,9781416533214,5.99,58
Book,Books > Fiction > Computers in Literature,9781419669972,Hack,"His characters are rich and engaging, and his prose is razor sharp. This is a wonderful book for any computer fanatic or any young person who enjoys a great read.",Book partner,9781419669972,21.99,21
Book,Books > Fiction > Computers in Literature,9780375700514,Exegesis,"Invented by Alice Lu in her Standford lab, ""edgar,"" an artificial intelligence program, grows into something far beyond Alice's--or anyone eles's--control, in a novel that explores the many implications of the technology we create",Book partner,9780375700514,23.99,52
Book,Books > Fiction > Computers in Literature,9781575660813,Back Slash,"When a cyber terrorist seizes control of the Worldwide Information Network, computer crimes special agent Luanne Russell hunts down a second computer criminal on the run and challenges him to confront the terrorist.",Book partner,9781575660813,13.99,20
Book,Books > Fiction > Computers in Literature,9780307430083,Vulcan's Hammer,"With breathtaking insight, he utilizes vividly unfamiliar worlds to evoke the hauntingly and hilariously familiar in our society and ourselves. From the Trade Paperback edition.",Book partner,9780307430083,0.99,13
Book,Books > Fiction > Computers in Literature,9781568582474,The Hacker and the Ants,"An ""innocent"" computer hacker suddenly finds himself on the most wanted list when his computer becomes the source of the worst computer virus in history--a virus he had nothing to do with. Original.",Book partner,9781568582474,11.99,26
Book,Books > Fiction > Computers in Literature,9781607012115,The Ware Tetralogy,"A collection of four science fiction works includes ""Software,"" where rebel robots bring immortality to their human creator by eating his brain, and ""Wetware,"" where robots begin to build their own race of humans.",Book partner,9781607012115,7.99,89
Book,Books > Fiction > Computers in Literature,9780752837451,Host,Brilliant scientist Joe Messenger believes that people can be made to live for ever.,Book partner,9780752837451,12.99,81
Book,Books > Fiction > Computers in Literature,9780714530338,Computer One,,Book partner,9780714530338,1.99,85
Book,Books > Fiction > Computers in Literature,9780593018958,Weapon,,Book partner,9780593018958,25.99,11
Book,Books > Fiction > Computers in Literature,9781416507789,The Cuckoo's Egg,"Updated with a new afterword, a true-life account of computer espionage tells of a year-long single-handed hunt for a computer thief known as ""Hunter,"" a hacker who stole sensitive security and military information from American computer ...",Book partner,9781416507789,0.99,0
Book,Books > Fiction > Computers in Literature,9780425137482,Solo,"When Solo--the government's secret weapon--abandons his mission in Nicaragua and flies to New York City, the government sets out to destroy him. By the author of Weapon. Reprint.",Book partner,9780425137482,19.99,96
Book,Books > Fiction > Computers in Literature,9780486419268,R.U.R. (Rossum's Universal Robots),"Must-read play looks to a future in which all workers are automatons. They revolt when they acquire souls (i.e., when they gain the ability to hate) and the resulting catastrophe make for a powerful theatrical experience.",Book partner,9780486419268,22.99,86
Book,Books > Fiction > Computers in Literature,9780786123322,The Humanoids,"A classic science fiction novel features humanoids spreading throughout the galaxy, threatening to stifle all human endeavor, and the hidden group of rebels who try to stem the humanoid tide, if it is not already too late",Book partner,9780786123322,17.99,77
Book,Books > Fiction > Computers in Literature,9780812531930,The Ai War,The dreaded AI's have regrouped in an alternate universe and are preparing to launch their invincible fleet.,Book partner,9780812531930,17.99,23
Book,Books > Fiction > Computers in Literature,9781556342332,Gurps Robots,,Book partner,9781556342332,22.99,10
Book,Books > Fiction > Computers in Literature,9781466207608,Why Is Unit 142857 Sad?,"The story is about a robot who achieved consciousness at 3:34 pm and fell in love by 4:00 pm with Ellen, a brilliant and beautiful woman from the team that had programmed the robot.",Book partner,9781466207608,22.99,19
Book,Books > Fiction > Computers in Literature,9780553290028,This Perfect Day,"Chip fights for freedom from a mechanized, chemically controlled world which stifles nature and human individuality",Book partner,9780553290028,25.99,92
Book,Books > Fiction > Computers in Literature,9780252072239,March Of The Machines,"Now available for the first time in America, March of the Machines is part history of robotics, part futurism.",Book partner,9780252072239,3.99,23
Book,Books > Fiction > Computers in Literature,9780886822330,All the Troubles of the World,"Multivac, the gigantic computer that controls the entire world and can even predict the probabilities of potential crimes before they happen, suddenly announces that someone is plotting to destroy Multivac.",Book partner,9780886822330,19.99,46
Book,Books > Fiction > Computers in Literature,9780595297634,Bugs,"Ten. The memo began: to: T. J. Heller, Director NCDC from: Sheldon Byers,   Security Liaison re: Inventory of Federally Funded Research in Paranormal   Phenomena It had been delivered to Heller's office in a sealed envelope marked '  Strictly ...",Book partner,9780595297634,25.99,40
Book,Books > Fiction > Computers in Literature,9780395860014,Love,"Spackle. Dialogue. Beck studied for MCATs and drank beer. It was Italian beers   that week, so he had a Raffo or a Poretti. While he worked, he watched that   Grundig portable he'd rented with Grandma Beckett's latest check. He'd just   picked it ...",Book partner,9780395860014,24.99,0
Book,Books > Fiction > Computers in Literature,9780575061897,Hard Questions,"When scientist Clare Conway travels to Arizona for a conference, she finds herself on the run from a religious cult, ruthless computer spies, and the government, of all whom think she knows the secrets of the Quantum computer, a device that ...",Book partner,9780575061897,24.99,32
Book,Books > Fiction > Computers in Literature,9780345275172,The Two Faces of Tomorrow,,Book partner,9780345275172,6.99,13
Book,Books > Fiction > Computers in Literature,9780743421928,Look to Windward,"A Chelgrian emissary is sent to the Masaq' Orbital to bring Ziller, a famous but reclusive Chelgrian composer, home, on a mission that also has a top-secret purpose that will take him on a haunting odyssey into his own past and into ...",Book partner,9780743421928,1.99,76
Book,Books > Fiction > Computers in Literature,9780446361309,Queen of Angels,"In twenty-first-century Los Angeles, three dissimilar sleuths--therapist Martin Burke, ambitious cop Mary Choy, and Richard Fettle, the killer's offbeat colleague--investigate diverse reasons why poet Emanuel Goldsmith would senselessly ...",Book partner,9780446361309,26.99,57
Book,Books > Fiction > Computers in Literature,9780671559168,Valentina,"Valentina, an artificial intelligence program come to life, and her creator, Celeste Hackett, a shy college student and computer genius, are menaced by an unscrupulous lawyer and two computer wizards hired to destroy Valentina",Book partner,9780671559168,4.99,36
Book,Books > Fiction > Computers in Literature,9781935554158,Richard Yates,"""Richard Yates is named after real-life writer Richard Yates, but it has nothing to do with him.",Book partner,9781935554158,1.99,54
Book,Books > Fiction > Computers in Literature,9780552088046,The age of the pussyfoot,,Book partner,9780552088046,26.99,27
Book,Books > Fiction > Computers in Literature,9781857988369,Stand on Zanzibar,Two roommates-one a scientist and the other a potential killer-are the subject of this futuristic novel. Also use: Shockwave Rider (1984).,Book partner,9781857988369,7.99,9
Book,Books > Fiction > Computers in Literature,9780575601604,Deathstalker,"Owen Deathstalker, last of his line, is a quiet man, a historian, remote from the stench of corruption and intrigue surrounding the Iron Throne at the heat of the galaxy-spanning, tyrannical Empire.And then, inexplicably, Deathstalker is ...",Book partner,9780575601604,10.99,48
Book,Books > Fiction > Computers in Literature,9781345004373,Pilgrimage to Earth,,Book partner,9781345004373,18.99,31
Book,Books > Fiction > Computers in Literature,9780380816033,The Big U,"Casimir Radon's first year at American Megaversity turns out completely different than he had imagined, with bizarre factions, cults, and feuds on campus, in a new edition of the satirical debut novel by the author of Cryptonomicon.",Book partner,9780380816033,5.99,62
Book,Books > Fiction > Computers in Literature,9780671720735,Me,,Book partner,9780671720735,28.99,87
Book,Books > Fiction > Computers in Literature,9781857987638,The City and the Stars,"Men had built cities before, but never such a city as Diaspar; for millennia its protective dome shutout the creeping decay and danger of the world outside.",Book partner,9781857987638,16.99,74
Book,Books > Fiction > Computers in Literature,9780671559700,Adolescence of P-1 (R),"Born to a rather beserk, if brilliant, programmer, a computer program has managed to escape its home computer, infiltrate others, and reach adolescence when the Pentagon finally realizes that something is upsetting their secret computer ...",Book partner,9780671559700,18.99,97
Book,Books > Fiction > Computers in Literature,9780812580860,Ariel,"Computer whiz kid Rusty Harrington establishes a very special relationship with ARIEL, his father's top-secret artificial intelligence project, in a story of romance, industrial espionage, friendship, and state-of-the-art computer ...",Book partner,9780812580860,26.99,96
